transaction_id,date,card_category,revenue,interest_earned,total_trans_amt,annual_fees,total_trans_count,customer_job,education_level,use_chip,exp_type,quarter,month,gender,age_group,income_group
T0004113,2023-02-28,Silver,41.54,17.95,1282.56,49,4,White-collar,Graduate,Swipe,Bills,Q1,Feb,F,40-50,High
T0004114,2023-02-23,Blue,114.02,63.24,2172.42,49,1,Retirees,Graduate,Chip,Bills,Q1,Feb,F,50-60,Low
T0004115,2023-10-01,Blue,76.05,62.85,2279.0,49,2,White-collar,High School,Swipe,Entertainment,Q4,Oct,F,40-50,High
T0004116,2023-10-18,Blue,25.34,6.6,642.87,0,3,Blue-collar,Post-Graduate,Swipe,Food,Q4,Oct,M,60+,Low
T0004117,2023-11-21,Gold,24.98,2.59,846.08,0,2,Retirees,Uneducated,Chip,Bills,Q4,Nov,M,20-30,Low
T0004118,2023-06-24,Blue,4.68,0.02,188.8,0,3,White-collar,Uneducated,Chip,Grocery,Q2,Jun,M,50-60,High
T0004119,2023-02-16,Blue,26.01,23.8,882.1,99,4,Selfemployed,Unknown,Swipe,Entertainment,Q1,Feb,M,50-60,Med
T0004120,2023-02-17,Gold,5.52,1.07,136.41,49,1,Businessman,High School,Swipe,Bills,Q1,Feb,F,40-50,High
T0004121,2023-11-06,Blue,37.09,31.34,1261.01,49,1,White-collar,Unknown,Chip,Bills,Q4,Nov,M,40-50,Med
T0004122,2023-12-30,Silver,22.01,0.69,1159.53,0,3,Selfemployed,Graduate,Chip,Bills,Q4,Dec,M,40-50,Med
T0004123,2023-08-10,Blue,15.27,8.4,451.26,49,5,Selfemployed,Uneducated,Swipe,Fuel,Q3,Aug,F,40-50,Med
T0004124,2023-06-09,Gold,19.3,10.75,440.19,99,1,Blue-collar,Uneducated,Chip,Fuel,Q2,Jun,M,30-40,Low
T0004125,2023-04-27,Platinum,12.65,8.51,420.99,0,5,Selfemployed,Unknown,Chip,Grocery,Q2,Apr,F,30-40,Med
T0004126,2023-07-30,Blue,26.47,26.47,1657.59,49,3,Blue-collar,High School,Chip,Grocery,Q3,Jul,M,20-30,Med
T0004127,2023-07-11,Blue,50.05,11.41,894.34,0,1,Blue-collar,High School,Online,Bills,Q3,Jul,M,60+,Med
T0004128,2023-09-05,Blue,117.32,38.86,1985.36,0,2,Retirees,Graduate,Swipe,Food,Q3,Sep,F,40-50,Med
T0004129,2023-09-16,Blue,50.2,27.91,1824.13,0,3,Businessman,Post-Graduate,Chip,Bills,Q3,Sep,M,50-60,High
T0004130,2023-05-31,Blue,22.08,5.75,549.09,0,3,White-collar,Unknown,Swipe,Grocery,Q2,May,F,30-40,Med
T0004131,2023-12-30,Blue,115.54,35.62,2269.52,99,1,Govt,Post-Graduate,Online,Entertainment,Q4,Dec,M,30-40,High
T0004132,2023-02-25,Blue,11.24,1.57,220.18,49,1,Businessman,Graduate,Swipe,Bills,Q1,Feb,F,30-40,High
T0004133,2023-05-04,Blue,39.1,6.3,1183.08,0,4,Selfemployed,Post-Graduate,Swipe,Food,Q2,May,F,60+,High
T0004134,2023-11-10,Blue,11.07,4.56,500.54,99,1,Retirees,High School,Chip,Grocery,Q4,Nov,M,60+,Med
T0004135,2023-05-30,Platinum,103.41,52.74,1802.69,49,3,Govt,Doctorate,Online,Bills,Q2,May,M,40-50,Low
T0004136,2023-01-28,Blue,29.82,48.44,2287.65,0,4,Govt,High School,Swipe,Entertainment,Q1,Jan,M,50-60,High
T0004137,2023-11-02,Gold,7.8,10.38,409.78,99,2,Selfemployed,Graduate,Swipe,Bills,Q4,Nov,F,60+,Med
T0004138,2023-06-22,Blue,24.33,2.77,540.03,49,4,White-collar,Uneducated,Swipe,Travel,Q2,Jun,F,30-40,High
T0004139,2023-08-30,Blue,44.76,5.45,977.66,0,5,Blue-collar,Unknown,Chip,Entertainment,Q3,Aug,M,40-50,Low
T0004140,2023-10-14,Silver,103.11,35.28,2171.06,0,1,Govt,Post-Graduate,Online,Fuel,Q4,Oct,F,40-50,Med
T0004141,2023-04-14,Blue,107.07,52.77,1912.64,49,1,Govt,Post-Graduate,Swipe,Bills,Q2,Apr,M,50-60,Low
T0004142,2023-08-31,Blue,79.9,38.32,2281.01,0,1,Blue-collar,Doctorate,Swipe,Bills,Q3,Aug,M,50-60,High
T0004143,2023-10-06,Platinum,5.84,5.92,213.41,49,3,Selfemployed,Uneducated,Swipe,Grocery,Q4,Oct,M,50-60,Med
T0004144,2023-01-18,Silver,94.06,2.32,1717.09,99,4,Blue-collar,Post-Graduate,Chip,Fuel,Q1,Jan,M,40-50,High
T0004145,2023-04-06,Blue,81.36,21.33,2008.6,49,3,White-collar,Graduate,Swipe,Bills,Q2,Apr,F,60+,Low
T0004146,2023-02-04,Gold,7.82,4.23,172.37,99,4,White-collar,Graduate,Swipe,Travel,Q1,Feb,F,30-40,Low
T0004147,2023-08-14,Blue,5.02,0.25,118.02,0,3,White-collar,High School,Swipe,Fuel,Q3,Aug,M,50-60,Med
T0004148,2023-11-16,Blue,58.68,54.2,2345.85,99,5,Blue-collar,Unknown,Swipe,Bills,Q4,Nov,M,30-40,High
T0004149,2023-03-22,Blue,93.61,4.05,2084.09,49,3,Retirees,Unknown,Swipe,Bills,Q1,Mar,M,60+,Low
T0004150,2023-10-23,Blue,52.14,8.51,1050.79,99,5,Businessman,High School,Chip,Food,Q4,Oct,F,40-50,Low
T0004151,2023-05-18,Blue,46.84,22.51,1253.42,0,5,Blue-collar,Doctorate,Swipe,Bills,Q2,May,F,40-50,Low
T0004152,2023-05-30,Gold,49.53,19.35,1139.82,0,4,Selfemployed,High School,Chip,Fuel,Q2,May,M,40-50,Low
T0004153,2023-08-08,Blue,12.81,9.99,375.14,99,2,Govt,Unknown,Chip,Bills,Q3,Aug,M,40-50,Low
T0004154,2023-07-16,Silver,6.45,4.66,313.66,199,1,Selfemployed,Uneducated,Swipe,Bills,Q3,Jul,F,60+,Low
T0004155,2023-04-21,Silver,84.32,6.14,1570.56,199,2,Businessman,Uneducated,Swipe,Food,Q2,Apr,M,40-50,High
T0004156,2023-10-24,Blue,55.09,14.81,1309.1,99,1,Blue-collar,High School,Chip,Bills,Q4,Oct,F,20-30,Low
T0004157,2023-05-26,Gold,37.25,21.08,1504.54,199,2,Retirees,Unknown,Swipe,Food,Q2,May,M,50-60,Med
T0004158,2023-08-09,Blue,6.62,7.63,633.54,0,3,Businessman,Doctorate,Chip,Bills,Q3,Aug,F,50-60,Low
T0004159,2023-10-06,Blue,32.76,29.24,1146.35,0,5,Selfemployed,Unknown,Swipe,Food,Q4,Oct,F,50-60,Low
T0004160,2023-10-16,Blue,98.2,6.53,1840.41,0,2,Selfemployed,High School,Swipe,Bills,Q4,Oct,F,60+,High
T0004161,2023-05-19,Blue,68.39,6.64,1281.64,199,5,Selfemployed,Graduate,Swipe,Grocery,Q2,May,M,20-30,Low
T0004162,2023-03-25,Blue,63.74,43.68,1919.6,199,5,White-collar,Unknown,Swipe,Bills,Q1,Mar,F,40-50,Med
T0004163,2023-10-30,Blue,61.19,53.09,1900.81,0,2,Blue-collar,Graduate,Chip,Bills,Q4,Oct,F,40-50,High
T0004164,2023-04-03,Blue,49.0,17.29,1443.36,0,5,Retirees,High School,Chip,Food,Q2,Apr,M,50-60,Med
T0004165,2023-02-26,Gold,43.57,49.94,1904.08,0,4,Govt,Doctorate,Swipe,Fuel,Q1,Feb,M,40-50,Med
T0004166,2023-05-19,Blue,12.4,10.73,371.98,49,4,Selfemployed,High School,Swipe,Grocery,Q2,May,M,50-60,Med
T0004167,2023-03-01,Blue,139.99,15.4,2445.33,199,2,Selfemployed,Graduate,Chip,Travel,Q1,Mar,F,60+,Med
T0004168,2023-03-16,Platinum,55.22,12.66,1357.84,0,2,Govt,Post-Graduate,Swipe,Entertainment,Q1,Mar,F,60+,High
T0004169,2023-10-04,Silver,22.5,14.22,1922.97,199,3,Govt,Unknown,Chip,Bills,Q4,Oct,M,30-40,High
T0004170,2023-01-20,Silver,6.38,1.9,531.22,0,2,Blue-collar,Unknown,Swipe,Fuel,Q1,Jan,M,30-40,Med
T0004171,2023-08-16,Blue,8.22,9.77,534.64,99,4,White-collar,Graduate,Swipe,Fuel,Q3,Aug,F,50-60,Med
T0004172,2023-06-19,Platinum,65.45,27.75,1701.26,199,4,Govt,High School,Chip,Fuel,Q2,Jun,M,30-40,Med
T0004173,2023-03-17,Blue,43.03,10.64,865.36,199,4,Retirees,Graduate,Swipe,Travel,Q1,Mar,F,20-30,Low
T0004174,2023-09-22,Blue,7.82,0.33,140.69,49,5,Govt,High School,Chip,Bills,Q3,Sep,M,60+,High
T0004175,2023-01-22,Silver,48.42,2.65,865.52,199,2,Govt,Unknown,Chip,Bills,Q1,Jan,F,40-50,Low
T0004176,2023-11-08,Silver,49.09,19.36,1239.18,0,4,Selfemployed,Doctorate,Chip,Food,Q4,Nov,F,50-60,Low
T0004177,2023-02-19,Blue,22.76,2.84,1114.7,199,3,Retirees,Unknown,Swipe,Bills,Q1,Feb,M,20-30,Low
T0004178,2023-10-13,Platinum,56.07,15.98,1715.5,49,3,White-collar,Graduate,Swipe,Bills,Q4,Oct,F,50-60,Med
T0004179,2023-07-20,Blue,33.61,12.96,703.28,0,5,Businessman,Doctorate,Swipe,Bills,Q3,Jul,F,50-60,Low
T0004180,2023-07-24,Blue,13.18,6.84,230.17,0,1,White-collar,High School,Chip,Grocery,Q3,Jul,M,50-60,High
T0004181,2023-01-08,Blue,8.58,0.1,184.27,99,2,Selfemployed,Doctorate,Swipe,Bills,Q1,Jan,M,20-30,High
T0004182,2023-04-21,Blue,59.9,61.08,2300.94,0,1,Blue-collar,Post-Graduate,Swipe,Bills,Q2,Apr,F,50-60,High
T0004183,2023-02-01,Blue,46.67,29.94,2244.84,0,2,White-collar,High School,Swipe,Fuel,Q1,Feb,M,20-30,High
T0004184,2023-11-23,Gold,109.77,41.51,2331.21,49,5,Govt,Doctorate,Swipe,Entertainment,Q4,Nov,M,60+,Low
T0004185,2023-06-07,Blue,17.31,2.04,922.1,49,3,White-collar,Uneducated,Swipe,Bills,Q2,Jun,F,40-50,Med
T0004186,2023-12-30,Blue,101.67,34.29,2081.85,49,5,Businessman,Unknown,Swipe,Bills,Q4,Dec,F,50-60,High
T0004187,2023-12-06,Blue,88.59,18.19,1603.6,49,1,White-collar,Doctorate,Swipe,Fuel,Q4,Dec,F,40-50,Low
T0004188,2023-05-15,Blue,16.69,31.35,1141.06,0,4,Retirees,High School,Chip,Food,Q2,May,F,30-40,Low
T0004189,2023-10-22,Blue,112.68,26.21,2427.42,99,3,White-collar,Unknown,Online,Grocery,Q4,Oct,F,40-50,High
T0004190,2023-10-06,Blue,7.52,3.02,262.96,99,4,White-collar,Graduate,Swipe,Bills,Q4,Oct,F,30-40,High
T0004191,2023-02-17,Silver,3.16,2.02,143.99,199,5,Selfemployed,Post-Graduate,Chip,Entertainment,Q1,Feb,F,30-40,Low
T0004192,2023-12-20,Blue,65.53,5.18,2129.53,99,2,Selfemployed,Graduate,Swipe,Grocery,Q4,Dec,M,40-50,Low
T0004193,2023-06-16,Gold,4.69,1.76,186.28,0,4,Selfemployed,High School,Chip,Grocery,Q2,Jun,F,20-30,Low
T0004194,2023-02-14,Blue,16.87,26.74,1630.88,0,1,Blue-collar,Post-Graduate,Swipe,Bills,Q1,Feb,M,40-50,Med
T0004195,2023-10-07,Silver,86.26,3.92,1883.05,0,3,Businessman,Uneducated,Swipe,Bills,Q4,Oct,F,50-60,High
T0004196,2023-03-08,Platinum,75.85,7.19,1561.79,99,3,Blue-collar,Doctorate,Swipe,Travel,Q1,Mar,F,30-40,High
T0004197,2023-02-27,Silver,66.61,24.79,1148.76,199,4,White-collar,Uneducated,Chip,Food,Q1,Feb,F,40-50,Low
T0004198,2023-09-06,Blue,48.41,2.54,1453.58,0,4,Businessman,Doctorate,Swipe,Entertainment,Q3,Sep,F,60+,Low
T0004199,2023-08-04,Blue,12.55,10.54,882.71,0,1,Retirees,Uneducated,Chip,Grocery,Q3,Aug,M,20-30,High
T0004200,2023-07-01,Blue,45.85,12.13,1217.47,199,2,Blue-collar,Graduate,Swipe,Fuel,Q3,Jul,F,50-60,High
T0004201,2023-01-10,Blue,60.5,19.88,1133.3,0,1,Retirees,Post-Graduate,Chip,Entertainment,Q1,Jan,F,50-60,Low
T0004202,2023-03-14,Blue,1.16,1.14,49.55,0,1,Retirees,Doctorate,Chip,Bills,Q1,Mar,F,40-50,Med
T0004203,2023-12-03,Blue,111.16,35.09,1978.78,49,1,Blue-collar,Uneducated,Swipe,Bills,Q4,Dec,M,30-40,Med
T0004204,2023-06-07,Silver,9.94,4.44,168.04,0,3,Businessman,Unknown,Swipe,Entertainment,Q2,Jun,F,40-50,High
T0004205,2023-07-07,Gold,15.21,28.48,1472.6,49,4,Retirees,Post-Graduate,Swipe,Bills,Q3,Jul,M,50-60,Med
T0004206,2023-12-27,Blue,43.06,20.93,1506.83,99,4,Selfemployed,Post-Graduate,Swipe,Entertainment,Q4,Dec,M,40-50,Low
T0004207,2023-11-09,Blue,15.5,2.42,586.59,0,4,Retirees,Doctorate,Swipe,Entertainment,Q4,Nov,F,20-30,High
T0004208,2023-12-08,Gold,23.8,6.1,1360.94,199,1,Govt,High School,Swipe,Travel,Q4,Dec,F,30-40,Med
T0004209,2023-02-16,Blue,5.69,0.55,274.4,99,2,Govt,Doctorate,Chip,Grocery,Q1,Feb,F,40-50,High
T0004210,2023-11-28,Blue,0.97,0.86,53.24,0,3,Govt,Graduate,Swipe,Travel,Q4,Nov,F,30-40,High
T0004211,2023-04-15,Blue,22.4,14.4,1547.16,0,5,White-collar,High School,Swipe,Fuel,Q2,Apr,M,20-30,Med
T0004212,2023-02-13,Blue,1.94,0.14,127.37,0,4,Blue-collar,Unknown,Online,Entertainment,Q1,Feb,F,50-60,High
T0004213,2023-12-12,Blue,78.65,52.05,1813.03,0,2,Businessman,Uneducated,Swipe,Bills,Q4,Dec,F,50-60,Low
T0004214,2023-08-01,Blue,1.65,2.25,117.24,0,3,White-collar,Doctorate,Swipe,Travel,Q3,Aug,M,30-40,Low
T0004215,2023-05-18,Blue,10.04,1.65,774.64,49,1,Selfemployed,Unknown,Swipe,Entertainment,Q2,May,M,50-60,High
T0004216,2023-05-13,Blue,31.68,34.54,2030.66,99,2,Blue-collar,Doctorate,Chip,Food,Q2,May,F,50-60,High
T0004217,2023-12-30,Blue,100.29,33.31,2117.0,49,1,Blue-collar,Doctorate,Swipe,Food,Q4,Dec,F,20-30,High
T0004218,2023-02-13,Blue,133.62,2.7,2234.39,49,2,Retirees,Unknown,Chip,Entertainment,Q1,Feb,F,30-40,Low
T0004219,2023-04-24,Blue,16.9,8.16,770.96,199,4,Retirees,Unknown,Swipe,Bills,Q2,Apr,F,50-60,Low
T0004220,2023-11-07,Blue,49.22,46.26,2418.86,0,5,White-collar,Unknown,Swipe,Entertainment,Q4,Nov,M,40-50,Med
T0004221,2023-05-07,Platinum,66.03,36.8,1450.15,199,2,Govt,Uneducated,Swipe,Grocery,Q2,May,M,30-40,Low
T0004222,2023-08-15,Blue,6.95,5.34,583.86,49,4,Businessman,Post-Graduate,Chip,Entertainment,Q3,Aug,M,40-50,Low
T0004223,2023-12-16,Blue,50.16,7.96,1745.03,0,2,Blue-collar,Unknown,Chip,Fuel,Q4,Dec,F,20-30,Low
T0004224,2023-12-10,Platinum,60.91,13.29,1805.46,0,1,Retirees,Unknown,Swipe,Grocery,Q4,Dec,M,30-40,Med
T0004225,2023-10-14,Blue,117.87,64.72,2284.04,0,1,Businessman,High School,Swipe,Bills,Q4,Oct,F,60+,Med
T0004226,2023-09-23,Blue,18.51,0.96,1436.98,99,2,Retirees,Graduate,Chip,Bills,Q3,Sep,M,40-50,Med
T0004227,2023-05-30,Gold,80.49,33.0,2183.59,0,4,Selfemployed,Doctorate,Chip,Grocery,Q2,May,F,50-60,Med
T0004228,2023-05-12,Blue,1.42,0.09,73.88,0,1,Blue-collar,Graduate,Swipe,Fuel,Q2,May,M,40-50,Med
T0004229,2023-02-14,Silver,13.14,3.53,305.66,0,2,Blue-collar,Uneducated,Swipe,Food,Q1,Feb,F,40-50,High
T0004230,2023-10-04,Gold,9.47,5.76,565.67,49,2,Govt,Graduate,Chip,Food,Q4,Oct,M,40-50,Med
T0004231,2023-11-15,Blue,129.32,13.61,2260.51,99,1,Selfemployed,Unknown,Chip,Grocery,Q4,Nov,M,20-30,Med
T0004232,2023-09-06,Blue,131.54,34.49,2367.37,49,4,Blue-collar,Graduate,Swipe,Bills,Q3,Sep,F,40-50,Low
T0004233,2023-11-01,Blue,35.06,26.4,1905.73,0,4,Businessman,High School,Swipe,Entertainment,Q4,Nov,M,60+,High
T0004234,2023-04-26,Blue,50.48,48.27,2384.63,0,2,Govt,Uneducated,Swipe,Bills,Q2,Apr,M,40-50,High
T0004235,2023-06-13,Gold,67.17,26.98,1452.18,0,1,Govt,High School,Swipe,Fuel,Q2,Jun,M,40-50,Low
T0004236,2023-02-11,Blue,46.72,5.72,1178.31,49,1,Blue-collar,Post-Graduate,Swipe,Travel,Q1,Feb,M,30-40,Low
T0004237,2023-10-10,Blue,5.72,4.99,207.03,99,2,Selfemployed,Unknown,Swipe,Grocery,Q4,Oct,F,40-50,High
T0004238,2023-11-13,Gold,33.74,12.36,1224.47,199,3,Retirees,Post-Graduate,Chip,Entertainment,Q4,Nov,F,30-40,High
T0004239,2023-06-06,Blue,53.37,11.02,1305.3,0,5,Govt,High School,Swipe,Bills,Q2,Jun,F,50-60,Low
T0004240,2023-12-09,Blue,8.36,0.81,593.35,199,4,Govt,Post-Graduate,Swipe,Fuel,Q4,Dec,F,50-60,Med
T0004241,2023-06-29,Blue,17.97,10.55,631.23,0,3,Selfemployed,Unknown,Chip,Entertainment,Q2,Jun,F,60+,High
T0004242,2023-04-11,Blue,45.75,21.77,1417.72,0,4,Blue-collar,Graduate,Chip,Fuel,Q2,Apr,M,40-50,High
T0004243,2023-08-28,Blue,41.01,48.57,2029.13,99,1,Businessman,Graduate,Chip,Bills,Q3,Aug,M,50-60,High
T0004244,2023-09-02,Gold,54.9,60.16,2372.72,0,1,Selfemployed,Post-Graduate,Swipe,Grocery,Q3,Sep,F,30-40,Low
T0004245,2023-10-29,Blue,57.79,45.65,2242.03,199,2,Retirees,High School,Chip,Bills,Q4,Oct,F,30-40,Low
T0004246,2023-10-28,Blue,26.81,11.34,468.77,0,4,White-collar,Unknown,Swipe,Bills,Q4,Oct,M,40-50,Low
T0004247,2023-10-14,Blue,46.85,6.93,993.65,0,3,Selfemployed,Post-Graduate,Swipe,Food,Q4,Oct,M,40-50,Low
T0004248,2023-03-13,Blue,107.46,23.26,2426.84,99,3,Businessman,Uneducated,Swipe,Entertainment,Q1,Mar,M,40-50,High
T0004249,2023-04-28,Blue,113.41,36.08,2292.46,49,1,Retirees,High School,Chip,Travel,Q2,Apr,F,20-30,High
T0004250,2023-11-13,Gold,51.28,25.49,1019.73,199,1,Retirees,Uneducated,Swipe,Entertainment,Q4,Nov,M,30-40,Low
T0004251,2023-07-18,Silver,89.99,12.88,1680.1,0,5,Businessman,High School,Swipe,Food,Q3,Jul,M,30-40,Med
T0004252,2023-12-12,Silver,52.03,39.45,1639.47,199,2,Selfemployed,Doctorate,Swipe,Entertainment,Q4,Dec,M,40-50,Med
T0004253,2023-12-21,Silver,72.01,41.56,1607.04,199,4,Selfemployed,Doctorate,Chip,Bills,Q4,Dec,F,50-60,Med
T0004254,2023-11-28,Blue,107.31,20.45,2351.39,99,1,Retirees,Uneducated,Swipe,Grocery,Q4,Nov,F,50-60,Med
T0004255,2023-03-21,Blue,78.14,4.18,1695.12,0,3,White-collar,Graduate,Swipe,Food,Q1,Mar,F,40-50,High
T0004256,2023-11-20,Blue,35.61,5.58,829.86,0,5,Govt,Uneducated,Swipe,Fuel,Q4,Nov,F,30-40,Med
T0004257,2023-05-27,Platinum,35.46,10.41,628.48,0,1,Selfemployed,Post-Graduate,Swipe,Bills,Q2,May,F,40-50,Low
T0004258,2023-06-04,Blue,74.12,15.33,1300.68,199,3,Blue-collar,Graduate,Swipe,Food,Q2,Jun,F,50-60,High
T0004259,2023-09-04,Blue,0.63,0.55,22.45,0,5,Govt,Graduate,Chip,Bills,Q3,Sep,M,20-30,High
T0004260,2023-02-11,Platinum,70.95,15.8,1902.57,0,3,Businessman,Doctorate,Chip,Fuel,Q1,Feb,M,40-50,Med
T0004261,2023-01-25,Silver,94.08,10.11,1941.01,99,1,Selfemployed,Graduate,Chip,Fuel,Q1,Jan,M,30-40,High
T0004262,2023-08-19,Gold,48.1,14.48,1192.43,0,1,Retirees,Graduate,Swipe,Bills,Q3,Aug,M,40-50,Med
T0004263,2023-02-28,Blue,8.45,4.13,176.12,199,5,White-collar,High School,Swipe,Fuel,Q1,Feb,M,30-40,High
T0004264,2023-04-13,Blue,10.14,7.2,336.43,99,4,White-collar,Graduate,Chip,Food,Q2,Apr,F,40-50,High
T0004265,2023-01-07,Blue,37.45,6.88,1218.69,99,5,Blue-collar,Unknown,Swipe,Fuel,Q1,Jan,M,30-40,High
T0004266,2023-03-22,Silver,97.68,60.38,2331.87,49,5,Govt,High School,Online,Food,Q1,Mar,F,50-60,Low
T0004267,2023-03-23,Blue,3.04,0.1,91.43,0,3,Selfemployed,Unknown,Swipe,Fuel,Q1,Mar,F,20-30,Med
T0004268,2023-07-21,Gold,1.8,0.37,32.79,99,3,Govt,Doctorate,Chip,Entertainment,Q3,Jul,F,60+,High
T0004269,2023-04-04,Blue,20.39,40.67,1439.42,0,5,Selfemployed,Doctorate,Swipe,Bills,Q2,Apr,F,40-50,Med
T0004270,2023-03-05,Blue,51.49,28.91,1252.64,0,2,Businessman,Graduate,Online,Food,Q1,Mar,M,30-40,Low
T0004271,2023-03-31,Gold,15.72,0.39,331.25,0,1,Blue-collar,Unknown,Chip,Fuel,Q1,Mar,F,40-50,High
T0004272,2023-02-17,Blue,75.53,40.32,1354.34,0,5,Govt,Post-Graduate,Swipe,Entertainment,Q1,Feb,F,50-60,Low
T0004273,2023-11-11,Blue,11.1,10.77,360.52,0,5,Selfemployed,Uneducated,Swipe,Entertainment,Q4,Nov,M,40-50,High
T0004274,2023-05-30,Blue,22.12,5.72,420.36,199,4,Retirees,Uneducated,Chip,Grocery,Q2,May,F,40-50,Med
T0004275,2023-11-23,Silver,34.92,6.43,1118.49,99,1,White-collar,High School,Swipe,Bills,Q4,Nov,M,40-50,Med
T0004276,2023-03-12,Blue,17.69,17.1,723.75,0,5,White-collar,Post-Graduate,Chip,Grocery,Q1,Mar,F,40-50,Med
T0004277,2023-07-15,Gold,51.95,26.52,1559.57,0,1,Retirees,Unknown,Chip,Bills,Q3,Jul,F,40-50,High
T0004278,2023-02-16,Blue,51.17,9.47,1097.33,0,3,Selfemployed,Graduate,Swipe,Food,Q1,Feb,M,50-60,Low
T0004279,2023-06-23,Silver,23.62,13.9,494.67,0,2,Retirees,Post-Graduate,Swipe,Grocery,Q2,Jun,F,40-50,High
T0004280,2023-01-04,Blue,12.02,0.36,237.59,0,1,White-collar,Graduate,Chip,Grocery,Q1,Jan,M,40-50,Med
T0004281,2023-10-04,Blue,91.79,35.92,1560.16,0,2,Businessman,Graduate,Swipe,Bills,Q4,Oct,F,30-40,High
T0004282,2023-07-08,Silver,48.29,45.61,2469.11,49,3,Govt,Unknown,Swipe,Bills,Q3,Jul,M,40-50,Med
T0004283,2023-08-10,Silver,81.7,41.52,2322.27,0,5,Blue-collar,Doctorate,Swipe,Bills,Q3,Aug,F,20-30,Med
T0004284,2023-06-22,Blue,43.07,33.9,1239.42,199,5,Businessman,Unknown,Swipe,Travel,Q2,Jun,M,50-60,High
T0004285,2023-08-28,Blue,26.89,45.53,1678.78,199,4,Retirees,Doctorate,Swipe,Grocery,Q3,Aug,F,50-60,Med
T0004286,2023-11-18,Blue,77.11,33.57,1536.63,199,5,Selfemployed,Graduate,Chip,Bills,Q4,Nov,M,30-40,High
T0004287,2023-04-25,Blue,42.64,19.13,1032.44,49,1,Blue-collar,Doctorate,Swipe,Entertainment,Q2,Apr,F,20-30,Low
T0004288,2023-08-19,Silver,65.18,48.25,2030.87,0,1,Businessman,Graduate,Chip,Entertainment,Q3,Aug,M,50-60,High
T0004289,2023-08-27,Blue,22.34,2.33,1392.79,199,4,White-collar,High School,Chip,Fuel,Q3,Aug,M,40-50,Med
T0004290,2023-04-07,Silver,53.76,33.96,1543.46,99,5,Retirees,Post-Graduate,Chip,Grocery,Q2,Apr,M,30-40,Low
T0004291,2023-11-08,Gold,60.08,14.53,1113.37,0,2,Blue-collar,Doctorate,Swipe,Entertainment,Q4,Nov,F,30-40,Low
T0004292,2023-05-03,Platinum,2.51,0.98,43.03,0,4,White-collar,Post-Graduate,Swipe,Entertainment,Q2,May,M,60+,Med
T0004293,2023-12-25,Gold,35.41,5.22,999.94,49,3,White-collar,Graduate,Online,Travel,Q4,Dec,M,50-60,Low
T0004294,2023-04-03,Blue,51.53,21.22,1974.47,199,3,Blue-collar,Unknown,Swipe,Grocery,Q2,Apr,F,40-50,Med
T0004295,2023-07-08,Platinum,54.57,28.99,1332.28,0,2,Businessman,Post-Graduate,Swipe,Bills,Q3,Jul,F,50-60,High
T0004296,2023-01-12,Platinum,110.78,52.83,2167.38,0,2,Businessman,High School,Chip,Fuel,Q1,Jan,M,50-60,Med
T0004297,2023-03-04,Blue,16.39,0.35,448.28,199,5,Retirees,Unknown,Chip,Entertainment,Q1,Mar,M,50-60,Low
T0004298,2023-11-22,Blue,37.59,25.73,1634.99,0,3,Retirees,Unknown,Chip,Bills,Q4,Nov,M,50-60,High
T0004299,2023-01-26,Silver,63.33,9.94,1180.35,0,5,Selfemployed,Unknown,Swipe,Fuel,Q1,Jan,F,50-60,Med
T0004300,2023-03-26,Blue,40.54,20.83,739.48,0,4,Govt,High School,Online,Fuel,Q1,Mar,F,40-50,Med
T0004301,2023-08-25,Blue,9.43,0.23,193.1,49,5,Govt,Doctorate,Swipe,Bills,Q3,Aug,F,20-30,High
T0004302,2023-06-21,Gold,15.17,18.94,664.19,199,1,Govt,Post-Graduate,Swipe,Bills,Q2,Jun,F,20-30,High
T0004303,2023-12-08,Blue,127.27,0.06,2265.79,99,4,White-collar,Uneducated,Swipe,Food,Q4,Dec,F,50-60,High
T0004304,2023-09-13,Silver,78.08,12.7,1443.05,0,2,Selfemployed,Uneducated,Chip,Food,Q3,Sep,F,20-30,High
T0004305,2023-07-01,Blue,31.22,16.27,1938.56,49,1,Blue-collar,Graduate,Chip,Travel,Q3,Jul,M,40-50,Low
T0004306,2023-06-03,Platinum,15.11,3.23,589.87,0,3,Blue-collar,High School,Swipe,Travel,Q2,Jun,F,50-60,High
T0004307,2023-10-11,Blue,12.57,12.04,513.7,0,3,Blue-collar,Post-Graduate,Swipe,Fuel,Q4,Oct,F,20-30,Med
T0004308,2023-11-18,Blue,23.32,3.3,1186.31,0,5,White-collar,Post-Graduate,Swipe,Entertainment,Q4,Nov,M,40-50,Low
T0004309,2023-10-25,Blue,6.79,17.35,603.59,49,4,Selfemployed,Uneducated,Swipe,Entertainment,Q4,Oct,F,60+,Low
T0004310,2023-12-31,Blue,115.55,26.19,2263.62,0,4,Selfemployed,Graduate,Swipe,Grocery,Q4,Dec,F,50-60,Low
T0004311,2023-09-02,Blue,29.23,59.6,2445.09,99,1,Govt,Doctorate,Swipe,Food,Q3,Sep,F,30-40,Med
T0004312,2023-12-14,Blue,71.55,32.63,1237.74,99,1,White-collar,Doctorate,Swipe,Entertainment,Q4,Dec,M,60+,High
T0004313,2023-12-13,Blue,30.77,42.57,2472.02,99,2,Retirees,Graduate,Chip,Bills,Q4,Dec,M,30-40,Med
