customer_id,gender,age_group,income_group,education_level,marital_status,state,customer_job,total_income,cust_satisfaction_score
C001065,F,40-50,High,Unknown,Married,FL,Retirees,46830.73,2.23
C001066,M,60+,Med,Doctorate,Unknown,MI,Govt,243088.44,2.06
C001067,F,40-50,High,Graduate,Single,FL,Selfemployed,73868.72,4.01
C001068,M,40-50,Med,Uneducated,Single,NY,Govt,170144.71,4.28
C001069,M,40-50,Low,Doctorate,Single,TX,White-collar,123104.49,4.2
C001070,F,60+,Med,Uneducated,Unknown,PA,Selfemployed,121526.6,3.82
C001071,M,50-60,Low,Graduate,Married,CA,White-collar,196623.67,2.05
C001072,F,40-50,Low,High School,Single,MI,Retirees,54327.37,4.26
C001073,F,40-50,Med,Graduate,Unknown,NJ,Businessman,140799.25,4.9
C001074,M,40-50,Low,Uneducated,Single,IL,White-collar,83279.45,3.68
C001075,M,40-50,Low,Doctorate,Unknown,NC,Businessman,158443.02,4.64
C001076,F,50-60,High,Doctorate,Single,NC,Selfemployed,106184.3,1.47
C001077,F,30-40,Low,High School,Unknown,NJ,Blue-collar,150799.81,3.11
C001078,M,50-60,Low,Post-Graduate,Single,CA,White-collar,149465.79,3.85
C001079,F,40-50,Med,Uneducated,Unknown,FL,Blue-collar,214632.69,3.37
C001080,F,30-40,High,Doctorate,Unknown,GA,Blue-collar,57030.3,4.45
C001081,M,30-40,Med,Uneducated,Unknown,TX,Retirees,225952.86,1.44
C001082,M,20-30,High,Unknown,Unknown,NC,Blue-collar,224293.49,1.64
C001083,M,20-30,Med,Uneducated,Married,NJ,Blue-collar,215210.17,3.03
C001084,F,40-50,Low,Graduate,Married,IL,Businessman,85345.27,3.46
C001085,F,50-60,Med,Graduate,Unknown,PA,Businessman,226967.36,4.59
C001086,F,50-60,Low,Graduate,Married,PA,Govt,109352.97,2.31
C001087,M,50-60,Med,High School,Unknown,GA,Selfemployed,86404.25,4.7
C001088,M,30-40,Med,Uneducated,Single,MI,Blue-collar,18652.5,1.45
C001089,F,40-50,High,Unknown,Single,IL,Blue-collar,69149.83,1.63
C001090,M,40-50,Med,Graduate,Unknown,NY,White-collar,170232.91,4.55
C001091,F,30-40,Low,Graduate,Married,NJ,Blue-collar,54210.0,1.07
C001092,M,30-40,Low,Doctorate,Married,NJ,Selfemployed,22924.39,1.26
C001093,F,40-50,Low,Uneducated,Single,TX,Retirees,232713.98,2.17
C001094,M,60+,Low,Unknown,Married,MI,White-collar,62500.38,3.11
C001095,M,50-60,Med,High School,Single,GA,Retirees,66059.32,3.07
C001096,M,40-50,High,Doctorate,Unknown,PA,Govt,104776.24,3.93
C001097,F,30-40,High,Uneducated,Unknown,MI,Govt,43639.43,1.85
C001098,M,30-40,Low,Doctorate,Married,CA,Govt,171251.48,1.11
C001099,M,40-50,Low,Uneducated,Single,NY,Retirees,234847.75,1.03
C001100,F,50-60,High,High School,Unknown,NY,Businessman,107649.1,3.46
C001101,M,50-60,Low,Graduate,Unknown,GA,Govt,49735.5,1.08
C001102,M,50-60,High,Uneducated,Unknown,MI,White-collar,158956.49,1.72
C001103,F,50-60,Med,Post-Graduate,Married,FL,Businessman,23069.18,2.68
C001104,M,50-60,High,Graduate,Single,NC,Blue-collar,24856.39,2.81
C001105,M,30-40,Med,Uneducated,Married,IL,White-collar,189293.05,3.01
C001106,M,40-50,Low,Unknown,Married,NJ,Retirees,82926.89,3.35
C001107,M,60+,High,High School,Single,PA,Retirees,116821.42,4.11
C001108,M,30-40,Med,High School,Single,TX,Govt,91462.89,4.37
C001109,F,40-50,Low,High School,Married,MI,Govt,203221.89,1.14
C001110,M,50-60,Med,Graduate,Single,MI,Businessman,161140.86,3.2
C001111,M,40-50,Med,Uneducated,Single,NY,Selfemployed,46390.74,3.78
C001112,M,40-50,Med,Unknown,Married,GA,Govt,204441.46,2.68
C001113,F,60+,Med,Uneducated,Unknown,TX,Blue-collar,226767.94,2.67
C001114,M,30-40,Med,Uneducated,Single,NY,White-collar,55195.19,1.74
C001115,F,30-40,Low,High School,Single,GA,Retirees,51912.13,1.43
C001116,M,40-50,High,Post-Graduate,Married,IL,White-collar,106787.77,4.8
C001117,F,60+,Med,Unknown,Unknown,FL,White-collar,40913.68,3.27
C001118,F,40-50,Low,Graduate,Married,IL,Selfemployed,54952.39,3.93
C001119,F,30-40,Med,Graduate,Single,IL,Businessman,238520.72,4.8
C001120,F,40-50,Med,Uneducated,Married,GA,Blue-collar,130946.17,1.07
C001121,M,30-40,Med,Graduate,Married,NJ,White-collar,202817.96,1.67
C001122,M,50-60,Med,Graduate,Married,TX,Businessman,29942.29,4.06
C001123,F,60+,High,Uneducated,Unknown,PA,Businessman,61892.91,1.01
C001124,M,30-40,Med,High School,Single,FL,Businessman,65587.17,1.59
C001125,M,40-50,Med,High School,Single,IL,Retirees,196962.95,4.18
C001126,M,40-50,Low,Uneducated,Unknown,NC,White-collar,59901.15,3.09
C001127,M,50-60,Low,High School,Single,CA,Blue-collar,119696.12,3.6
C001128,F,50-60,Med,Graduate,Married,MI,Retirees,242587.41,1.56
C001129,F,30-40,High,High School,Single,IL,Businessman,191519.29,4.4
C001130,M,50-60,High,High School,Unknown,GA,Blue-collar,137518.99,4.61
C001131,F,40-50,High,Uneducated,Unknown,TX,Businessman,168912.24,3.39
C001132,F,50-60,Med,Uneducated,Unknown,NJ,Retirees,139363.17,3.12
C001133,F,30-40,Med,High School,Unknown,FL,Selfemployed,218388.45,3.64
C001134,F,30-40,Med,Graduate,Unknown,FL,Govt,78240.85,3.71
C001135,M,40-50,High,Unknown,Married,TX,Govt,63724.76,4.86
C001136,M,40-50,Low,Unknown,Unknown,GA,Govt,232545.64,2.37
C001137,F,50-60,High,High School,Single,NY,Blue-collar,133740.58,4.51
C001138,F,40-50,Med,Post-Graduate,Married,GA,Retirees,71467.43,2.58
C001139,F,50-60,Med,Post-Graduate,Single,TX,Businessman,28339.26,2.14
C001140,M,20-30,Low,Doctorate,Single,NC,Selfemployed,240219.82,2.33
C001141,M,40-50,Low,Graduate,Single,MI,Retirees,49791.66,1.88
C001142,F,40-50,Low,Graduate,Married,FL,Businessman,168058.43,3.58
C001143,M,30-40,Low,Post-Graduate,Single,TX,Retirees,164404.69,4.9
C001144,M,40-50,High,Post-Graduate,Unknown,TX,Govt,105474.53,3.01
C001145,F,60+,Med,Unknown,Single,NJ,Businessman,163655.21,2.48
C001146,M,40-50,Low,Unknown,Unknown,TX,Retirees,240216.14,3.12
C001147,M,40-50,Med,Unknown,Unknown,CA,White-collar,220054.54,3.99
C001148,F,50-60,High,Post-Graduate,Unknown,NY,Retirees,189707.2,3.2
C001149,M,20-30,High,Uneducated,Unknown,NY,Blue-collar,112925.19,1.25
C001150,M,30-40,Med,High School,Single,GA,Businessman,76348.81,2.78
C001151,F,50-60,Med,Graduate,Single,MI,White-collar,22185.04,2.6
C001152,M,40-50,Low,Uneducated,Single,NY,Govt,59932.25,4.12
C001153,M,40-50,Med,Post-Graduate,Married,IL,Retirees,106512.16,2.7
C001154,M,50-60,Med,Uneducated,Single,NY,Retirees,235044.79,3.02
C001155,M,20-30,Med,Doctorate,Single,NJ,Retirees,157658.93,4.85
C001156,F,50-60,Low,Uneducated,Single,NC,Selfemployed,161042.33,4.83
C001157,M,40-50,Low,High School,Single,PA,Blue-collar,95030.96,4.57
C001158,M,40-50,High,Graduate,Single,PA,White-collar,60733.34,4.37
C001159,F,40-50,Med,Graduate,Single,NC,Govt,142956.76,4.93
C001160,M,30-40,High,Unknown,Unknown,NY,Blue-collar,136179.94,4.23
C001161,F,40-50,Med,Doctorate,Unknown,PA,Businessman,151919.64,2.98
C001162,M,40-50,High,Post-Graduate,Married,TX,Govt,49348.87,3.82
C001163,F,60+,High,Doctorate,Unknown,NJ,White-collar,157605.16,2.91
C001164,M,20-30,Low,High School,Married,TX,Selfemployed,236474.72,3.01
C001165,F,50-60,Low,Graduate,Single,CA,White-collar,52287.78,1.22
C001166,F,40-50,Low,Doctorate,Unknown,FL,Retirees,236975.45,1.25
C001167,F,50-60,High,Unknown,Married,NY,Businessman,225321.4,4.74
C001168,F,20-30,High,Post-Graduate,Unknown,NJ,Businessman,140938.27,4.89
C001169,M,60+,High,Post-Graduate,Single,NJ,Govt,218899.78,4.37
C001170,F,60+,Low,Uneducated,Single,TX,Govt,117134.58,3.88
C001171,F,20-30,High,Post-Graduate,Unknown,NC,Retirees,22915.17,1.69
C001172,M,30-40,Low,Unknown,Married,PA,White-collar,83813.81,3.72
C001173,F,50-60,High,Unknown,Unknown,CA,Businessman,29480.32,3.51
C001174,F,20-30,Low,Uneducated,Single,CA,Govt,155807.51,2.12
C001175,M,40-50,Low,High School,Married,GA,Govt,60471.91,1.03
C001176,F,60+,Med,Graduate,Unknown,NC,Businessman,208472.51,3.32
C001177,F,40-50,High,Unknown,Married,NJ,Selfemployed,119097.85,3.17
C001178,F,50-60,Low,Doctorate,Married,NC,Selfemployed,197658.55,4.25
C001179,M,40-50,High,Graduate,Single,CA,White-collar,188018.71,2.41
C001180,M,40-50,Med,Uneducated,Married,TX,White-collar,44397.55,3.4
C001181,F,30-40,High,Graduate,Single,IL,Selfemployed,159892.03,3.94
C001182,F,60+,Low,Doctorate,Unknown,NJ,Selfemployed,193248.3,2.73
C001183,F,30-40,High,Uneducated,Unknown,IL,Businessman,86384.97,2.81
C001184,M,50-60,Med,Uneducated,Single,CA,Retirees,225708.03,2.81
C001185,F,40-50,Med,Graduate,Single,PA,Businessman,244114.66,1.42
C001186,M,40-50,Low,Graduate,Unknown,CA,Retirees,44310.03,3.85
C001187,M,20-30,High,Post-Graduate,Single,CA,Govt,45030.06,4.81
C001188,M,40-50,Med,Uneducated,Married,NC,Selfemployed,174305.58,3.72
C001189,F,40-50,High,Unknown,Single,MI,Govt,214825.88,2.46
C001190,F,50-60,Low,Doctorate,Unknown,CA,Blue-collar,115256.89,3.74
C001191,F,20-30,High,Graduate,Single,FL,Govt,105460.71,3.53
C001192,F,50-60,Low,Post-Graduate,Married,IL,Retirees,168676.5,4.24
C001193,F,30-40,High,Uneducated,Unknown,NJ,Selfemployed,85864.16,4.4
C001194,M,40-50,High,Unknown,Married,CA,Govt,33824.73,3.06
C001195,M,50-60,High,Post-Graduate,Unknown,NC,Selfemployed,84670.76,1.63
C001196,F,30-40,High,Post-Graduate,Single,TX,Businessman,225027.85,1.56
C001197,F,40-50,Low,Unknown,Married,NJ,White-collar,20825.8,2.91
C001198,M,60+,Low,Uneducated,Single,PA,Businessman,220958.2,3.83
C001199,F,40-50,High,High School,Single,CA,Businessman,87149.06,2.93
C001200,F,40-50,Low,High School,Unknown,CA,Blue-collar,210448.59,3.29
C001201,F,40-50,Med,High School,Single,TX,Govt,47759.24,2.37
C001202,M,30-40,Low,Doctorate,Single,CA,Govt,243408.43,1.06
C001203,M,30-40,High,Uneducated,Married,PA,White-collar,247351.36,3.82
C001204,F,40-50,High,Graduate,Married,MI,Blue-collar,184388.98,3.41
C001205,F,40-50,Low,Uneducated,Single,TX,Selfemployed,142685.29,2.81
C001206,M,40-50,Low,High School,Married,MI,White-collar,210249.02,3.14
C001207,M,30-40,High,Doctorate,Single,IL,White-collar,242709.63,3.24
C001208,F,50-60,Low,High School,Married,GA,Blue-collar,182896.11,1.2
C001209,M,50-60,High,Doctorate,Unknown,FL,Businessman,42432.75,4.56
C001210,F,40-50,Med,Unknown,Single,NY,Govt,177934.32,2.59
C001211,M,50-60,Low,Unknown,Married,NY,White-collar,91509.01,1.08
C001212,M,40-50,High,Post-Graduate,Unknown,NC,Govt,143734.5,1.0
C001213,M,30-40,Med,Doctorate,Single,MI,White-collar,166474.68,4.29
C001214,F,20-30,Med,High School,Unknown,NC,Selfemployed,43934.48,5.0
C001215,F,30-40,Low,Doctorate,Single,TX,Blue-collar,144505.87,4.54
C001216,M,40-50,Med,Graduate,Married,PA,Selfemployed,95696.64,3.32
C001217,M,30-40,High,High School,Married,NC,Retirees,129557.73,2.22
C001218,F,40-50,Med,Graduate,Single,NJ,Businessman,148465.16,4.08
C001219,F,20-30,Low,High School,Married,CA,Govt,103195.03,4.33
C001220,M,40-50,High,Unknown,Single,GA,Retirees,170092.69,3.7
C001221,F,50-60,High,Unknown,Single,NC,Blue-collar,134559.96,2.89
C001222,F,20-30,Low,High School,Married,PA,Govt,212443.71,2.43
C001223,M,40-50,Med,Graduate,Single,NJ,Blue-collar,148398.09,3.06
C001224,M,50-60,Med,High School,Single,MI,Blue-collar,106367.73,3.31
C001225,F,30-40,Low,Uneducated,Unknown,TX,Retirees,226290.42,4.56
C001226,M,40-50,High,Graduate,Single,FL,Retirees,170683.11,4.77
C001227,F,40-50,Low,Post-Graduate,Single,TX,Selfemployed,92113.61,1.0
C001228,M,60+,High,Unknown,Unknown,PA,White-collar,219733.16,3.02
C001229,F,40-50,High,Post-Graduate,Unknown,NC,Selfemployed,55719.6,4.9
C001230,M,50-60,High,Graduate,Married,NJ,White-collar,17857.29,4.02
C001231,M,50-60,High,Doctorate,Unknown,MI,Selfemployed,236139.36,2.38
C001232,M,40-50,Med,Unknown,Married,NC,Retirees,241811.49,4.24
C001233,M,50-60,High,Graduate,Single,NY,Retirees,116803.29,4.42
C001234,F,40-50,Low,Uneducated,Single,TX,White-collar,165562.94,4.22
C001235,M,20-30,High,Uneducated,Single,IL,Selfemployed,195227.57,1.24
C001236,F,40-50,High,Post-Graduate,Married,FL,White-collar,156279.7,4.41
C001237,M,40-50,High,Doctorate,Unknown,MI,Retirees,171562.6,3.52
C001238,F,30-40,Low,Doctorate,Single,CA,Blue-collar,44544.58,1.27
C001239,F,20-30,Low,Post-Graduate,Unknown,MI,Selfemployed,167402.0,3.81
C001240,M,40-50,Low,Graduate,Single,MI,Businessman,34890.6,1.43
C001241,M,50-60,Med,Graduate,Single,FL,Selfemployed,155764.32,3.93
C001242,F,60+,High,Graduate,Single,PA,Retirees,126009.18,2.33
C001243,F,30-40,Low,Post-Graduate,Unknown,TX,Retirees,94782.37,1.21
C001244,M,40-50,High,Unknown,Unknown,NJ,White-collar,107853.27,1.07
C001245,F,40-50,Low,Post-Graduate,Married,FL,Selfemployed,111004.71,4.51
C001246,M,50-60,High,Graduate,Single,TX,White-collar,180931.96,2.08
C001247,M,40-50,Low,Post-Graduate,Married,TX,Selfemployed,214171.38,3.47
C001248,M,50-60,Low,High School,Unknown,TX,Selfemployed,168894.84,1.77
C001249,F,30-40,High,Doctorate,Married,CA,White-collar,76469.02,3.26
C001250,M,40-50,Med,Post-Graduate,Single,NJ,Businessman,44769.89,3.95
C001251,F,60+,Low,Unknown,Single,FL,Govt,231597.81,4.03
C001252,M,20-30,High,Doctorate,Single,IL,Businessman,188172.01,4.32
C001253,M,30-40,Med,High School,Married,IL,Retirees,226071.83,1.68
C001254,M,20-30,High,Post-Graduate,Married,NJ,Selfemployed,90748.66,1.32
C001255,F,50-60,High,Doctorate,Married,NY,White-collar,130122.26,1.13
C001256,F,40-50,High,Graduate,Single,MI,White-collar,164260.87,3.59
C001257,M,30-40,Med,Uneducated,Married,IL,Retirees,141867.41,3.57
C001258,M,50-60,Low,Post-Graduate,Married,PA,Selfemployed,242466.93,4.43
C001259,M,40-50,Low,Doctorate,Unknown,NC,Businessman,199368.3,4.63
C001260,F,40-50,High,Unknown,Married,GA,Blue-collar,97332.59,2.84
C001261,M,40-50,Med,Doctorate,Unknown,IL,Selfemployed,248890.09,2.35
C001262,F,30-40,Med,Unknown,Married,MI,Govt,152956.28,3.2
C001263,M,50-60,High,Graduate,Married,PA,Blue-collar,130370.1,4.46
C001264,M,50-60,Low,Uneducated,Married,CA,Businessman,147093.2,4.61
C001265,M,40-50,Low,Graduate,Married,NJ,Selfemployed,235233.31,2.25
C001266,M,40-50,Low,Uneducated,Married,CA,Retirees,95073.7,3.89
C001267,M,40-50,Low,Post-Graduate,Unknown,TX,Retirees,65168.49,1.85
C001268,M,20-30,High,Doctorate,Unknown,GA,Govt,211205.6,3.9
C001269,F,40-50,High,High School,Unknown,CA,Businessman,186874.44,3.11
C001270,M,40-50,High,Post-Graduate,Unknown,PA,White-collar,145322.4,2.61
C001271,F,20-30,Med,Doctorate,Married,FL,Blue-collar,43541.56,3.9
C001272,F,20-30,Med,Doctorate,Married,MI,Govt,180613.87,3.84
C001273,M,40-50,Med,Uneducated,Married,GA,White-collar,121438.65,1.57
C001274,M,40-50,Med,Graduate,Unknown,PA,Selfemployed,115384.16,4.5
C001275,F,30-40,Med,Doctorate,Married,CA,Retirees,195064.26,3.39
C001276,M,30-40,Low,Doctorate,Married,CA,Govt,104179.16,2.2
C001277,M,30-40,High,Doctorate,Single,NJ,White-collar,36269.32,2.81
C001278,M,50-60,High,High School,Single,NJ,White-collar,82087.87,4.08
C001279,M,40-50,Low,Doctorate,Unknown,PA,Retirees,133792.92,1.0
C001280,M,30-40,Low,Unknown,Single,TX,Govt,244338.16,4.72
C001281,F,30-40,Low,Doctorate,Single,TX,Retirees,131777.78,1.78
C001282,M,50-60,High,Doctorate,Single,IL,Retirees,47563.77,1.02
C001283,F,20-30,High,Unknown,Single,PA,White-collar,156664.14,2.55
C001284,M,20-30,Low,Graduate,Married,GA,Blue-collar,146069.86,4.57
C001285,F,50-60,Low,Doctorate,Single,NJ,Selfemployed,221279.46,3.44
C001286,F,20-30,Med,Graduate,Married,MI,White-collar,84377.21,4.21
C001287,M,40-50,Low,High School,Unknown,TX,Businessman,22199.16,3.45
C001288,F,40-50,High,Unknown,Married,NJ,Selfemployed,208476.47,2.66
C001289,M,20-30,High,Post-Graduate,Married,TX,White-collar,146330.26,4.52
C001290,M,40-50,Low,High School,Married,FL,Businessman,141406.35,1.67
C001291,F,30-40,High,High School,Unknown,FL,Businessman,194278.95,1.08
C001292,F,30-40,Med,High School,Single,MI,White-collar,177266.58,2.79
C001293,M,50-60,High,Post-Graduate,Unknown,CA,Selfemployed,218271.77,3.03
C001294,M,60+,Med,High School,Married,IL,Selfemployed,55025.9,3.49
C001295,F,40-50,Low,Unknown,Unknown,MI,White-collar,228177.18,2.61
C001296,M,40-50,Low,Doctorate,Unknown,NY,Govt,232634.25,4.6
C001297,M,50-60,Low,Unknown,Married,IL,Govt,52109.5,1.02
C001298,F,30-40,High,Post-Graduate,Unknown,NY,Blue-collar,128441.1,3.47
C001299,M,50-60,Med,Unknown,Married,PA,Blue-collar,64055.57,4.81
C001300,M,20-30,Low,Uneducated,Single,GA,Retirees,223498.54,3.8
C001301,M,50-60,Med,High School,Single,GA,Retirees,236730.59,1.14
C001302,F,50-60,Low,Doctorate,Married,CA,Blue-collar,42567.89,3.07
C001303,M,30-40,Low,Doctorate,Married,NY,Businessman,227651.07,2.89
C001304,M,50-60,Low,Post-Graduate,Married,NY,Retirees,94571.08,2.5
C001305,M,60+,Low,High School,Married,TX,Blue-collar,37566.39,2.25
C001306,M,50-60,Low,Post-Graduate,Single,NY,Selfemployed,100529.69,2.06
C001307,M,60+,High,Uneducated,Single,CA,Blue-collar,129987.19,2.76
C001308,F,40-50,High,Post-Graduate,Unknown,TX,Govt,155513.73,4.23
C001309,F,30-40,Low,Unknown,Unknown,MI,Retirees,175713.45,1.84
C001310,F,40-50,High,Doctorate,Married,CA,Blue-collar,204126.62,3.11
C001311,M,20-30,Med,Graduate,Married,NY,Govt,43800.36,1.9
C001312,F,50-60,High,Post-Graduate,Married,PA,Govt,147930.02,2.99
C001313,M,20-30,High,Unknown,Married,MI,Selfemployed,161380.42,3.35
C001314,F,60+,Med,Graduate,Married,NY,Blue-collar,24862.55,2.65
C001315,F,50-60,Med,Post-Graduate,Unknown,NJ,Selfemployed,210873.07,1.03
C001316,F,50-60,Low,Unknown,Unknown,NJ,Businessman,218567.15,2.88
C001317,F,40-50,High,Graduate,Unknown,GA,White-collar,153823.29,1.77
C001318,F,30-40,High,Post-Graduate,Married,NY,White-collar,214108.57,4.36
C001319,M,30-40,Med,Post-Graduate,Single,GA,Govt,52040.81,4.35
C001320,M,20-30,High,Graduate,Married,MI,Businessman,228116.74,2.58
C001321,F,40-50,Low,Uneducated,Unknown,FL,Businessman,181377.09,2.83
C001322,F,20-30,Med,Doctorate,Single,IL,Businessman,180460.85,4.38
C001323,F,40-50,Low,Uneducated,Unknown,PA,White-collar,197911.94,3.2
C001324,M,50-60,High,High School,Unknown,MI,Govt,59932.02,4.94
C001325,F,50-60,High,Graduate,Married,TX,Selfemployed,80953.57,2.54
C001326,F,60+,High,Graduate,Unknown,PA,Blue-collar,249525.07,1.17
C001327,F,40-50,High,High School,Unknown,NY,Govt,33113.59,2.8
C001328,M,20-30,Med,Post-Graduate,Unknown,NJ,Selfemployed,196312.98,1.83
C001329,F,40-50,Low,Doctorate,Unknown,GA,Selfemployed,122666.03,3.34
C001330,M,60+,Low,Uneducated,Single,NC,Businessman,149966.98,1.51
C001331,F,30-40,Med,Post-Graduate,Single,PA,Blue-collar,240328.52,1.92
C001332,M,40-50,High,Unknown,Single,GA,Businessman,28188.03,2.48
C001333,F,30-40,Low,Post-Graduate,Married,GA,Retirees,80114.69,1.85
C001334,F,60+,Med,High School,Unknown,TX,Retirees,172235.6,4.08
C001335,M,20-30,Med,Uneducated,Married,NJ,Businessman,179693.71,2.2
C001336,F,50-60,Low,High School,Married,GA,White-collar,115156.35,3.83
C001337,F,20-30,Med,Unknown,Married,NY,Businessman,123233.43,3.71
C001338,M,50-60,High,Unknown,Single,NC,Govt,196607.09,4.79
C001339,M,20-30,High,Post-Graduate,Single,NJ,Businessman,112836.44,3.85
C001340,F,50-60,Med,Graduate,Married,MI,Retirees,70979.34,2.04
C001341,M,50-60,Med,Unknown,Married,FL,Businessman,33141.86,2.66
C001342,F,50-60,High,Unknown,Unknown,TX,Businessman,202169.8,4.92
C001343,M,30-40,Low,Unknown,Married,PA,Selfemployed,79438.27,3.53
C001344,F,60+,High,Graduate,Unknown,CA,Blue-collar,84551.39,4.16
C001345,M,60+,Low,High School,Unknown,FL,White-collar,22492.51,2.63
C001346,M,60+,High,Unknown,Single,NY,White-collar,138974.11,1.38
C001347,F,50-60,Low,Doctorate,Unknown,GA,White-collar,136260.55,1.37
C001348,F,50-60,Med,Unknown,Married,GA,Retirees,78800.08,4.95
C001349,M,40-50,Low,Uneducated,Single,MI,Retirees,102646.35,1.62
C001350,F,60+,Low,Uneducated,Unknown,NY,Selfemployed,104621.02,1.24
C001351,M,50-60,Med,Unknown,Married,TX,White-collar,211673.03,2.58
C001352,M,20-30,Med,Post-Graduate,Single,GA,White-collar,89413.58,2.33
C001353,M,50-60,High,High School,Unknown,NY,Blue-collar,176220.83,4.72
C001354,M,40-50,Low,Unknown,Married,FL,Businessman,166204.56,2.61
C001355,M,50-60,High,Uneducated,Married,NY,Selfemployed,87444.75,2.04
C001356,F,40-50,High,Unknown,Single,TX,Govt,119217.56,2.11
C001357,F,40-50,Low,Post-Graduate,Unknown,GA,White-collar,134970.55,1.64
C001358,M,20-30,High,Doctorate,Married,NJ,White-collar,221923.52,2.86
C001359,M,50-60,High,Unknown,Unknown,FL,Govt,127271.67,2.89
C001360,F,20-30,Low,Uneducated,Unknown,FL,Govt,130060.39,4.63
C001361,M,40-50,Med,Post-Graduate,Single,GA,White-collar,154426.71,2.64
C001362,F,50-60,Low,High School,Single,NY,Selfemployed,205015.71,3.08
C001363,F,20-30,Med,Uneducated,Married,NY,Selfemployed,173144.12,4.74
C001364,F,40-50,Med,Graduate,Single,TX,Blue-collar,89898.53,1.2
C001365,M,20-30,Med,Unknown,Single,NJ,Govt,79956.93,1.89
C001366,M,40-50,Low,High School,Married,GA,Govt,26562.34,1.03
C001367,M,20-30,Low,Graduate,Unknown,NY,Retirees,224421.19,4.07
C001368,F,30-40,High,Graduate,Unknown,NJ,Govt,40161.27,4.5
C001369,F,40-50,Low,Doctorate,Single,NY,Businessman,143863.67,4.6
C001370,F,40-50,Low,Doctorate,Unknown,IL,Govt,241736.55,3.63
C001371,F,50-60,Low,High School,Married,CA,Govt,236464.24,1.04
C001372,F,40-50,Med,Doctorate,Single,FL,Retirees,45903.0,4.61
C001373,F,50-60,High,Uneducated,Single,NY,Businessman,74747.12,1.58
C001374,F,60+,Med,Doctorate,Single,NJ,Retirees,101928.8,2.41
C001375,M,60+,Low,Graduate,Married,NJ,White-collar,37518.97,2.36
C001376,M,40-50,Med,Graduate,Married,CA,White-collar,142080.7,1.7
C001377,F,50-60,Low,Uneducated,Single,FL,Govt,227740.57,3.95
C001378,M,60+,High,Graduate,Married,CA,Businessman,97853.03,3.9
C001379,F,40-50,Low,Doctorate,Single,MI,Blue-collar,159844.98,1.03
C001380,F,40-50,Med,Graduate,Single,MI,White-collar,170463.88,4.91
C001381,F,40-50,Low,Uneducated,Single,NY,Retirees,83797.68,3.93
C001382,F,50-60,High,Uneducated,Single,TX,Businessman,219676.64,1.1
C001383,M,50-60,Med,High School,Single,CA,Retirees,68457.9,4.8
C001384,F,30-40,Med,Post-Graduate,Single,MI,Selfemployed,133181.36,4.73
C001385,F,40-50,Low,Uneducated,Unknown,NY,White-collar,39217.85,3.65
C001386,M,60+,High,Post-Graduate,Single,NY,Businessman,93028.83,2.18
C001387,F,40-50,High,Doctorate,Unknown,NY,Businessman,145378.12,3.08
C001388,M,50-60,High,Doctorate,Unknown,PA,Govt,173181.08,1.51
C001389,M,50-60,Med,Uneducated,Single,MI,Blue-collar,205293.34,4.8
C001390,F,40-50,Med,High School,Single,GA,White-collar,226700.01,2.69
C001391,M,60+,High,Doctorate,Unknown,IL,Blue-collar,163849.69,4.04
C001392,F,40-50,Low,Unknown,Unknown,GA,Businessman,144689.79,3.14
C001393,M,50-60,High,Uneducated,Unknown,NY,Businessman,230788.77,1.67
C001394,M,60+,High,Doctorate,Unknown,NC,Selfemployed,169069.98,4.24
C001395,F,40-50,High,Graduate,Single,NC,Businessman,244682.92,4.56
C001396,F,30-40,High,High School,Unknown,FL,Govt,125081.56,3.65
C001397,M,50-60,Med,Doctorate,Married,NC,Selfemployed,221683.04,3.55
C001398,M,50-60,Med,Uneducated,Single,NJ,Govt,55114.56,1.5
C001399,F,50-60,Low,Uneducated,Unknown,GA,White-collar,245493.98,4.8
C001400,F,40-50,Low,Graduate,Unknown,TX,Retirees,161703.5,4.54
C001401,M,40-50,High,Graduate,Unknown,NC,Businessman,178490.38,3.46
C001402,F,40-50,Low,Unknown,Unknown,IL,White-collar,59424.72,2.21
C001403,F,50-60,High,Doctorate,Married,NY,White-collar,148780.98,2.28
C001404,F,50-60,Med,Unknown,Single,GA,White-collar,66057.11,3.28
C001405,M,50-60,High,Post-Graduate,Married,IL,White-collar,204638.77,3.59
C001406,F,50-60,Med,Graduate,Married,IL,Selfemployed,131009.65,2.42
C001407,M,60+,Med,High School,Unknown,GA,Businessman,52163.89,4.2
C001408,M,40-50,Low,High School,Unknown,TX,Blue-collar,155665.7,4.93
C001409,F,40-50,High,Graduate,Single,PA,Selfemployed,179565.33,4.58
C001410,F,40-50,High,High School,Single,PA,Selfemployed,191160.89,2.61
C001411,F,60+,High,Graduate,Unknown,MI,Selfemployed,28854.92,5.0
C001412,F,40-50,Low,Post-Graduate,Married,NC,Selfemployed,209543.84,2.17
C001413,M,20-30,High,High School,Single,PA,Blue-collar,194533.64,2.81
C001414,M,40-50,High,Unknown,Single,FL,Govt,147970.5,4.55
C001415,M,40-50,Low,Uneducated,Single,IL,Businessman,99214.89,2.51
C001416,M,40-50,High,Doctorate,Married,TX,Govt,152668.2,1.98
C001417,M,40-50,Low,Unknown,Married,CA,Blue-collar,155782.42,4.37
C001418,M,40-50,Low,Doctorate,Single,MI,Govt,221069.31,2.44
C001419,F,40-50,Low,High School,Married,GA,Selfemployed,155857.99,1.32
C001420,M,40-50,High,High School,Single,NJ,Businessman,131949.06,4.25
